,CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
5581,16657,NULL,Alvin,E,She,NULL,115 Santa Fe Street,NULL,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0130,High School,Skilled Manual,M,M,1,0,1,2,53738
5582,18026,NULL,Alisha,R,He,NULL,4991 Kaywood Dr.,NULL,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0195,Bachelors,Professional,F,M,1,2,0,2,135957
5583,29102,NULL,Marie,L,Mehta,NULL,9170 Glen Ellen Court,NULL,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0165,Partial College,Clerical,F,S,1,1,0,0,77501
5584,12388,NULL,Casey,G,Kumar,NULL,Platz des Landtags 55,NULL,Kiel,Saarland,Germany,24044,1 (11) 500 555-0150,High School,Clerical,F,S,0,0,0,0,82665
5585,26772,NULL,Jamie,C,Hu,NULL,3022 Adobe St,NULL,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0110,Partial College,Clerical,F,M,1,1,2,2,79131
5586,11475,NULL,Cesar,L,Subram,NULL,8778 So. Silver Spring,NULL,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0118,High School,Manual,M,S,0,1,0,0,25771
5587,23904,NULL,Haley,F,Washington,NULL,7386 Greenview Court,NULL,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0120,Bachelors,Skilled Manual,F,S,0,1,0,0,61852
5588,24309,NULL,Ethan,NULL,Williams,NULL,4944 Abbey Court,NULL,Shawnee,British Columbia,Canada,V9B 5T2,406-555-0156,High School,Skilled Manual,M,M,0,2,0,0,61979
5589,18878,NULL,Mallory,M,Ramos,NULL,3271 Norse Ct,NULL,Colma,California,United States,94014,295-555-0171,Bachelors,Clerical,F,M,1,2,1,2,87322
5590,29199,NULL,James,M,Wilson,NULL,3607 Cloudview Dr.,NULL,Fremont,California,United States,94536,526-555-0183,Partial High School,Manual,M,S,0,0,0,0,31105
5591,29425,NULL,Tommy,J,Xie,NULL,6473 Clay Way,NULL,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0128,Partial High School,Skilled Manual,M,S,0,0,0,0,53486
5592,18636,NULL,Edgar,C,Chapman,NULL,Winterfeldtstr 35345,NULL,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0115,Partial College,Management,M,S,0,1,0,0,102596
5593,27496,NULL,Stanley,J,Suri,NULL,2487 Riverside Drive,NULL,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0196,Partial High School,Manual,M,S,0,1,0,0,27521
5594,19651,NULL,Jarrod,C,Perez,NULL,8937 Two Bay Road,NULL,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0113,Bachelors,Management,M,M,1,2,0,2,111483
5595,28789,NULL,Elijah,NULL,Zhang,NULL,7827 11th,NULL,Coronado,California,United States,92118,788-555-0115,High School,Clerical,M,S,1,2,0,0,79624
5596,13110,NULL,Levi,M,Mehta,NULL,8789 Valley Oak Plaza,NULL,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0161,Partial College,Clerical,M,M,1,2,1,2,81740
5597,22322,NULL,Roger,NULL,Zhao,NULL,"67, avenue de l´ Union Centrale",NULL,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0114,High School,Skilled Manual,M,S,0,1,0,0,60246
5598,24655,NULL,Taylor,NULL,Sanders,NULL,7338 Green St.,NULL,Burbank,California,United States,91502,595-555-0185,Bachelors,Professional,F,M,1,2,1,2,129970
5599,16650,NULL,Kaitlyn,J,Green,NULL,2656 Stafford Ave.,NULL,Oregon City,Oregon,United States,97045,370-555-0176,Graduate Degree,Manual,F,M,1,1,1,2,34725
5600,15925,NULL,Stanley,W,Subram,NULL,"11, rue Descartes",NULL,Versailles,Yveline,France,78000,1 (11) 500 555-0119,Partial College,Management,M,M,1,2,1,2,109788
5601,13510,NULL,Jon,R,Shen,NULL,"62, cours Mirabeau",NULL,Les Ulis,Essonne,France,91940,1 (11) 500 555-0119,Partial College,Skilled Manual,M,M,1,2,2,3,61827
5602,26781,NULL,Jan,D,Cox,NULL,9429 Geraldine Dr,NULL,Redmond,Washington,United States,98052,660-555-0112,High School,Clerical,F,M,0,2,0,0,80475
5603,14736,NULL,Jack,E,Roberts,NULL,1302 Martin St.,NULL,Beaverton,Oregon,United States,97005,553-555-0193,Partial High School,Manual,M,M,1,1,1,2,26708
5604,27088,NULL,Tristan,NULL,Patterson,NULL,4367 Citrus Ave.,NULL,Salem,Oregon,United States,97301,984-555-0123,Graduate Degree,Clerical,M,S,0,1,0,0,81038
5605,12674,NULL,Jimmy,V,Travers,NULL,962 Gonzalez Court,NULL,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0152,Bachelors,Skilled Manual,M,M,0,1,0,0,55362
5606,19333,NULL,Candace,J,Malhotra,NULL,Auf Der Steige 987,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0152,Bachelors,Skilled Manual,F,M,1,0,1,1,51081
5607,14987,NULL,Misty,NULL,Nara,NULL,"111, quai Paul Doumer",NULL,Roubaix,Nord,France,59100,1 (11) 500 555-0154,High School,Skilled Manual,F,S,0,0,0,0,51908
5608,23191,NULL,Gilbert,NULL,Raji,NULL,1710 Bouncing Road,NULL,Burien,Washington,United States,98168,502-555-0176,Bachelors,Skilled Manual,M,S,0,0,0,0,57471
5609,24679,NULL,Wyatt,S,Hernandez,NULL,7103 Quiet Place Drive,NULL,Novato,California,United States,94947,709-555-0191,Partial College,Skilled Manual,M,M,1,2,1,2,56724
5610,22752,NULL,Daniel,J,Brown,NULL,7485 Lacassie Ave.,NULL,Lebanon,Oregon,United States,97355,410-555-0119,Bachelors,Manual,M,M,1,0,1,2,29123
5611,13480,NULL,Anna,P,Rodriguez,NULL,8532 Monterey Ave,NULL,Berkeley,California,United States,94704,137-555-0127,Graduate Degree,Skilled Manual,F,S,1,0,0,0,62061
5612,14838,NULL,Darren,NULL,Alvarez,NULL,Kappellweg 242,NULL,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0133,Partial College,Skilled Manual,M,S,0,0,0,0,56952
5613,27034,NULL,Corey,NULL,Nara,NULL,3140 Gingham Way,NULL,Bremerton,Washington,United States,98312,144-555-0133,Partial High School,Skilled Manual,M,S,1,2,0,0,58427
5614,28465,NULL,Wendy,D,Serrano,NULL,Herzogstr 32098,NULL,Bonn,Hamburg,Germany,53001,1 (11) 500 555-0157,Bachelors,Management,F,M,1,1,1,1,102731
5615,16963,NULL,Faith,S,Hughes,NULL,8017 Roanoke Drive,NULL,Mill Valley,California,United States,94941,279-555-0196,Graduate Degree,Skilled Manual,F,M,0,2,0,1,57277
5616,16746,NULL,Brianna,W,Peterson,NULL,7647 Valencia Place,NULL,Lake Oswego,Oregon,United States,97034,471-555-0141,High School,Clerical,F,S,0,2,0,0,87323
5617,16707,NULL,Derrick,NULL,Serrano,NULL,1160 Camelback Road,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0149,Bachelors,Skilled Manual,M,S,0,2,0,0,61523
5618,21115,NULL,Bobby,D,Raman,NULL,Galeriestr 2892,NULL,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0111,Partial College,Management,M,S,0,2,0,0,112395
5619,23315,NULL,Carmen,R,Chandra,NULL,8537 Bayview Circle,NULL,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0190,Partial College,Skilled Manual,F,M,1,2,1,2,59814
5620,11722,NULL,Julian,S,Hughes,NULL,4408 Trinity Ave.,NULL,Bellingham,Washington,United States,98225,301-555-0114,Partial College,Clerical,M,M,1,1,1,2,82065
5621,13456,NULL,Sydney,NULL,Hernandez,NULL,3167 Pirate Lane,NULL,Kirkland,Washington,United States,98033,662-555-0155,Partial High School,Manual,F,S,0,1,0,0,28561
5622,21985,NULL,Eddie,L,Torres,NULL,5248 Gladstone Drive,NULL,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0151,Partial College,Skilled Manual,M,M,1,1,0,1,58252
5623,14158,NULL,Craig,N,Moreno,NULL,8033 Brook Street,NULL,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0119,Graduate Degree,Skilled Manual,M,S,0,2,0,0,54089
5624,14989,NULL,Shawna,R,She,NULL,"28, quai de Grenelle",NULL,Morangis,Essonne,France,91420,1 (11) 500 555-0176,High School,Skilled Manual,F,S,0,1,0,0,58785
5625,17781,NULL,Jake,NULL,She,NULL,Knaackstr 956,NULL,Dresden,Hessen,Germany,1071,1 (11) 500 555-0186,Graduate Degree,Manual,M,M,0,0,1,1,32551
5626,12442,NULL,Allison,NULL,Richardson,NULL,4344 Azoras Cir,NULL,Burbank,California,United States,91502,618-555-0124,Partial College,Clerical,F,M,1,1,1,2,80695
5627,25329,NULL,Jacquelyn,NULL,Moreno,NULL,9347 Arlington Way,NULL,Colma,California,United States,94014,174-555-0120,Partial College,Skilled Manual,F,S,0,2,0,0,54075
5628,25734,NULL,Alvin,V,Zheng,NULL,Galeriestr 6813,NULL,Berlin,Hamburg,Germany,14111,1 (11) 500 555-0115,Graduate Degree,Skilled Manual,M,S,0,2,0,0,51989
5629,16169,NULL,Dennis,NULL,Lin,NULL,6337 Hillsborough Dr,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0125,Bachelors,Clerical,M,S,0,0,0,0,84404
5630,28776,NULL,Abigail,C,Morris,NULL,2472 Alexander Place,NULL,West Covina,California,United States,91791,924-555-0180,Partial High School,Manual,F,S,0,1,0,0,29007
5631,27567,NULL,Miranda,J,Foster,NULL,9761 Martindale Drive,NULL,Sedro Woolley,Washington,United States,98284,350-555-0169,Bachelors,Clerical,F,M,1,3,1,2,84320
5632,18330,NULL,Kellie,A,Diaz,NULL,4511 Bellwood Dr.,NULL,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0182,Graduate Degree,Management,F,S,1,1,0,1,106613
5633,19475,NULL,Mandy,NULL,Ye,NULL,"6, rue de la Cavalerie",NULL,Paris,Seine (Paris),France,75003,1 (11) 500 555-0129,Bachelors,Skilled Manual,F,M,1,2,1,1,60041
5634,27845,NULL,Angel,NULL,Wright,NULL,"48, rue Montcalm",NULL,Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0117,Graduate Degree,Clerical,M,S,1,1,0,0,86007
5635,28422,NULL,Joy,NULL,Moyer,NULL,"244, rue de Bas Marin",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0170,Partial College,Management,F,S,0,2,0,0,107191
5636,24310,NULL,Gabrielle,D,Peterson,NULL,1955 Glaze Dr.,NULL,Shawnee,British Columbia,Canada,V9B 2C3,117-555-0139,High School,Skilled Manual,F,S,0,0,0,0,52485
5637,12785,NULL,Javier,P,Ortega,NULL,7948 Walnut Blvd,NULL,Burnaby,British Columbia,Canada,V3J 6Z3,175-555-0128,Partial College,Skilled Manual,M,M,1,1,2,2,62445
5638,21217,NULL,Casey,NULL,Xie,NULL,3762 Gumwood,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0129,Bachelors,Management,F,S,1,2,0,0,109633
5639,20518,NULL,Desiree,NULL,Sanz,NULL,1881 Pinehurst Court,NULL,Chula Vista,California,United States,91910,423-555-0189,Partial College,Management,F,M,1,0,2,2,105322
5640,24600,NULL,Lisa,J,Li,NULL,3852 Northridge Dr.,NULL,Geelong,Victoria,Australia,3220,1 (11) 500 555-0189,Bachelors,Clerical,F,M,0,1,0,0,79443
5641,27722,NULL,Melvin,M,Jai,NULL,8142 Longbrood Way,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0162,Partial College,Clerical,M,M,1,1,0,2,86878
5642,16980,NULL,Jill,NULL,Moore,NULL,4379 Lakeside Court,NULL,Tacoma,Washington,United States,98403,126-555-0139,Graduate Degree,Professional,F,M,1,3,0,2,130123
5643,12022,NULL,Jose,NULL,Wright,NULL,8011 Mcnutt Ave,NULL,Woodburn,Oregon,United States,97071,571-555-0110,High School,Manual,M,S,0,0,0,0,32847
5644,29222,NULL,Evan,R,Perez,NULL,8779 Knollview Court,NULL,Torrance,California,United States,90505,170-555-0111,Bachelors,Management,M,M,1,2,0,0,112356
5645,13116,NULL,Tyrone,NULL,Diaz,NULL,6659 Poplar Street,NULL,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0152,Graduate Degree,Professional,M,S,1,3,0,0,139018
5646,28932,NULL,Marshall,NULL,Ashe,NULL,8200 Schenone Court,NULL,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0197,Bachelors,Manual,M,M,0,1,0,0,34183
5647,13063,NULL,Jessica,NULL,Johnson,NULL,8060 Roslyn Drive,NULL,Olympia,Washington,United States,98501,156-555-0112,High School,Skilled Manual,F,S,0,2,0,0,54629
5648,18338,NULL,Nina,NULL,Andersen,NULL,2461 Orangewood Court,NULL,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0138,Graduate Degree,Manual,F,S,1,1,0,1,27476
5649,17788,NULL,Jeffery,M,Liu,NULL,Kapellstr 4679,NULL,Berlin,Saarland,Germany,12171,1 (11) 500 555-0199,High School,Manual,M,M,0,1,1,2,33837
5650,21731,NULL,Alexandra,J,Diaz,NULL,3255 Marsh Elder,NULL,La Jolla,California,United States,92806,277-555-0156,Graduate Degree,Clerical,F,M,0,2,0,0,86143
5651,23750,NULL,Tanya,NULL,Serrano,NULL,3238 Laguna Circle,NULL,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0145,Bachelors,Clerical,F,M,0,3,0,0,78968
5652,11822,NULL,Rohinton,H,Wadia,NULL,5935 Seawind Dr.,NULL,Lincoln Acres,California,United States,91950,792-555-0137,Graduate Degree,Management,F,M,1,3,1,2,112085
5653,19155,NULL,Caroline,NULL,Flores,NULL,1183 Royal Links Circle,NULL,Grossmont,California,United States,91941,977-555-0139,Bachelors,Skilled Manual,F,M,1,2,2,2,55185
5654,21147,NULL,Angel,NULL,Rogers,NULL,8056 Village Oaks Dr.,NULL,Kirkland,Washington,United States,98033,771-555-0114,Partial College,Management,M,M,1,2,0,1,104732
5655,22307,NULL,Sarah,L,Ross,NULL,Brunnenstr 123,NULL,Hof,Bayern,Germany,95010,1 (11) 500 555-0124,Bachelors,Clerical,F,M,0,0,0,0,83574
5656,11560,NULL,Whitney,NULL,Srini,NULL,7341 Rockne Drive,NULL,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0115,Bachelors,Clerical,F,S,0,0,0,0,77236
5657,27587,NULL,Cara,NULL,Li,NULL,4315 Glenside Ct.,NULL,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0183,Bachelors,Skilled Manual,F,S,0,2,0,0,55712
5658,26085,NULL,Ian,NULL,Powell,NULL,2602 Glenside Court,NULL,Newton,British Columbia,Canada,V2L3W8,121-555-0117,Partial College,Clerical,M,M,1,2,2,2,84762
5659,29079,NULL,Brian,NULL,Rogers,NULL,7375 Greendell Rd.,NULL,Lincoln Acres,California,United States,91950,530-555-0166,Partial College,Skilled Manual,M,M,0,1,0,0,59417
5660,22485,NULL,Andy,NULL,Suarez,NULL,"1234, rue Ste-Honoré",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0114,High School,Skilled Manual,M,S,0,0,0,0,62302
5661,14119,NULL,Paige,NULL,Cooper,NULL,3998 Bouncing Road,NULL,Langley,British Columbia,Canada,V3A 4R2,336-555-0181,Graduate Degree,Management,F,S,1,1,0,0,112043
5662,12640,NULL,Angel,NULL,Richardson,NULL,7354 Diablo View Road,NULL,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0152,Partial College,Clerical,M,M,1,3,1,2,81693
5663,13392,NULL,Hunter,NULL,Parker,NULL,717 Westwood Court,NULL,Beaverton,Oregon,United States,97005,407-555-0160,High School,Skilled Manual,M,M,1,1,0,2,60546
5664,24059,NULL,Tabitha,NULL,Navarro,NULL,Rotthäuser Weg 606,NULL,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0186,Bachelors,Management,F,S,1,2,0,0,110608
5665,19154,Mr.,William,K.,Sotelo,NULL,5629 Seagull Court,NULL,Bremerton,Washington,United States,98312,819-555-0100,Bachelors,Management,F,M,1,3,1,2,104278
5666,16321,NULL,Ruth,D,Malhotra,NULL,7058 Crestwood Circle,NULL,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0191,Partial High School,Skilled Manual,F,M,0,1,0,0,60474
5667,14230,NULL,Luis,L,Coleman,NULL,7568 Precipice Court,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0133,Bachelors,Clerical,M,S,0,2,0,0,76910
5668,26249,NULL,Thomas,B,Ross,NULL,1992 Hidden Oak Ct,NULL,Spokane,Washington,United States,99202,144-555-0120,High School,Skilled Manual,M,M,1,0,1,2,59166
5669,28914,NULL,Alicia,M,Rai,NULL,8744 Black Walnut,NULL,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0162,Partial College,Clerical,F,M,1,1,1,2,86245
5670,18961,NULL,Jeremiah,D,Henderson,NULL,6075 Lake Nadine Pl.,NULL,Shawnee,British Columbia,Canada,V8Z 4N5,162-555-0111,Bachelors,Clerical,M,S,1,1,0,0,77793
5671,15198,NULL,Lauren,K,Watson,NULL,3067 Maya,NULL,Downey,California,United States,90241,184-555-0169,High School,Skilled Manual,F,M,1,2,0,2,59454
5672,16082,NULL,Autumn,NULL,Zeng,NULL,3884 Beauty Street,NULL,Bellingham,Washington,United States,98225,716-555-0157,Bachelors,Management,F,S,0,3,0,0,104122
5673,11584,NULL,Devin,J,Carter,NULL,Buergermeister-ulrich-str 5,NULL,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0183,Bachelors,Clerical,M,M,1,1,1,2,82725
5674,24459,NULL,Kristin,C,Carson,NULL,3269 Fourth St.,NULL,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0156,Partial College,Clerical,F,S,1,2,0,0,87020
5675,19050,NULL,Joel,NULL,Chapman,NULL,9059 Northgate Road,NULL,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0168,Partial College,Skilled Manual,M,M,1,1,0,2,58481
5676,25244,NULL,Jay,A,Weber,NULL,5785 American Beauty Dr,NULL,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0176,Partial College,Clerical,M,S,1,3,0,0,80139
5677,20902,NULL,Shane,M,Subram,NULL,5682 Leslie Avenue,NULL,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0131,Bachelors,Skilled Manual,M,M,1,2,0,2,51602
5678,14418,NULL,Rebecca,W,Young,NULL,9088 Creed Ave,NULL,Lake Oswego,Oregon,United States,97034,220-555-0124,High School,Skilled Manual,F,M,1,1,1,2,56915
5679,22029,NULL,Laura,NULL,Gao,NULL,82 Mt. Dell Dr.,NULL,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0148,Bachelors,Professional,F,M,1,2,0,3,127557
5680,28396,NULL,Rebekah,NULL,Munoz,NULL,3229 Mark Twain Dr.,NULL,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0116,Bachelors,Clerical,F,S,0,2,0,0,78116
5681,23579,NULL,Jared,C,Richardson,NULL,5039 East 23rd St.,NULL,Lynnwood,Washington,United States,98036,112-555-0171,High School,Manual,M,S,0,1,0,0,34819
5682,27997,NULL,Lydia,M,Malhotra,NULL,1805 Gallagher Circle,NULL,Burlingame,California,United States,94010,236-555-0166,Graduate Degree,Professional,F,S,1,3,1,1,135930
5683,12208,NULL,Dominique,A,Sanchez,NULL,3043 Gregory Dr.,NULL,Bellingham,Washington,United States,98225,230-555-0175,Bachelors,Skilled Manual,F,M,1,1,1,2,54662
5684,11990,NULL,Joanna,J,Vazquez,NULL,198 Edie Ct.,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0182,Partial College,Skilled Manual,F,S,0,1,0,0,53264
5685,16694,NULL,Mandy,L,Sun,NULL,8890 Lake Place,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0164,Partial College,Management,F,M,1,3,0,2,105474
5686,22211,NULL,Richard,D,Gray,NULL,8978 Kingsford Dr.,NULL,Olympia,Washington,United States,98501,500-555-0184,Partial College,Management,M,M,1,1,0,0,109406
5687,24760,NULL,Julian,L,Coleman,NULL,7144 Flagstone Way,NULL,Woodburn,Oregon,United States,97071,543-555-0181,Partial College,Skilled Manual,M,S,0,0,0,0,53072
5688,22131,NULL,Jessica,J,Cook,NULL,1889 Carmel Dr,NULL,Grossmont,California,United States,91941,563-555-0111,Graduate Degree,Management,F,M,1,3,1,2,106349
5689,21750,NULL,Carlos,E,Reed,NULL,4003 Woodcrest Dr,NULL,Coronado,California,United States,92118,129-555-0154,Graduate Degree,Clerical,M,M,1,1,0,2,81141
5690,14666,NULL,Louis,NULL,Gao,NULL,3529 Sweetwater Drive,NULL,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0117,Graduate Degree,Skilled Manual,M,M,0,1,1,2,61460
5691,21576,NULL,Benjamin,NULL,Gonzales,NULL,2639 Parkview Court,NULL,Oregon City,Oregon,United States,97045,834-555-0135,Partial College,Clerical,M,M,1,2,2,2,85123
5692,23853,NULL,Isaac,S,Perez,NULL,3479 Broadmoor Dr.,NULL,Sedro Woolley,Washington,United States,98284,983-555-0153,Graduate Degree,Management,M,M,1,2,1,2,110081
5693,11799,NULL,Jessie,B,Wang,NULL,4593 Camino Peral,NULL,Burien,Washington,United States,98168,527-555-0124,Bachelors,Clerical,M,M,1,1,1,2,85091
5694,24829,NULL,Ethan,R,Patterson,NULL,3674 Green Valley Rd,NULL,Glendale,California,United States,91203,809-555-0110,Graduate Degree,Skilled Manual,M,M,1,0,2,2,54195
5695,28175,NULL,Clifford,F,Subram,NULL,9903 East Lane,NULL,Beaverton,Oregon,United States,97005,221-555-0148,High School,Clerical,M,M,1,1,0,2,81664
5696,14942,NULL,Whitney,NULL,Madan,NULL,"11, rue du Puits Dixme",NULL,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0157,Bachelors,Professional,F,S,1,1,0,0,138206
5697,26333,NULL,Alexandria,NULL,Alexander,NULL,3223 Virgina Hills Drive,NULL,Portland,Oregon,United States,97205,714-555-0159,Bachelors,Skilled Manual,F,M,1,2,1,2,61599
5698,24548,NULL,Crystal,NULL,Liu,NULL,Am Kreuz 75,NULL,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0194,Bachelors,Management,F,M,1,2,1,2,108872
5699,12534,NULL,Katie,NULL,Shan,NULL,"11, quai de l´ Iton",NULL,Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0136,Graduate Degree,Management,F,M,1,2,0,0,109238
5700,15797,NULL,Isaac,NULL,Cox,NULL,5252 Grand View Ave.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0134,Bachelors,Clerical,M,M,1,0,2,2,78881
5701,28475,NULL,Bruce,NULL,Ramos,NULL,"112, rue Marbeuf",NULL,Dunkerque,Nord,France,59140,1 (11) 500 555-0196,Partial College,Manual,M,S,1,1,1,1,33641
5702,28893,NULL,Jessie,E,Gutierrez,NULL,"6166, rue Lamarck",NULL,Chatou,Yveline,France,78400,1 (11) 500 555-0199,Partial College,Management,F,M,1,3,1,2,109372
5703,15335,NULL,Emily,NULL,Patterson,NULL,6220 Krueger Dr.,NULL,Redmond,Washington,United States,98052,117-555-0161,Partial College,Skilled Manual,F,S,1,1,0,0,53682
5704,27289,NULL,Anna,NULL,Long,NULL,9530 Vine Lane,NULL,National City,California,United States,91950,247-555-0113,Bachelors,Management,F,S,1,1,0,0,101783
5705,16039,NULL,Steve,L,Yang,NULL,Am Karlshof 368,NULL,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0116,Bachelors,Management,M,M,1,1,1,2,104092
5706,11000,NULL,Jon,V,Yang,NULL,3761 N. 14th St,NULL,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0162,Bachelors,Skilled Manual,M,M,1,1,1,1,62501
5707,14463,NULL,Julia,V,Patterson,NULL,3769 Loma Linda,NULL,Coronado,California,United States,92118,233-555-0146,Partial College,Clerical,F,M,1,1,0,2,81446
5708,11670,NULL,Jacqueline,NULL,Perry,NULL,2326 MountainAire Parkway,NULL,Grossmont,California,United States,91941,172-555-0136,Bachelors,Management,F,S,1,3,0,0,104918
5709,27151,NULL,Carrie,W,Moreno,NULL,3152 Greystone Drive,NULL,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0159,Partial High School,Skilled Manual,F,S,0,0,0,0,59621
5710,19238,NULL,Isabella,NULL,West,NULL,9431 College Blvd,NULL,Puyallup,Washington,United States,98371,933-555-0122,Graduate Degree,Professional,F,M,1,3,0,0,131353
5711,11662,NULL,Ethan,NULL,Kumar,NULL,447 Barberry Court,NULL,Milwaukie,Oregon,United States,97222,214-555-0118,Graduate Degree,Skilled Manual,M,S,0,2,0,0,55882
5712,18983,NULL,Destiny,NULL,Price,NULL,3761 Cancroft Road,NULL,San Gabriel,California,United States,91776,625-555-0171,High School,Clerical,F,M,1,2,0,2,85192
5713,25461,NULL,Fernando,M,Collins,NULL,"821, rue des Rosiers",NULL,Roubaix,Nord,France,59100,1 (11) 500 555-0169,Bachelors,Management,M,S,1,3,0,0,113511
5714,13291,NULL,Nina,NULL,Xu,NULL,8689 St. George Court,NULL,Branson,Missouri,United States,65616,118-555-0189,Partial College,Skilled Manual,F,M,1,1,0,1,52503
5715,11252,NULL,Nicholas,D,Thompson,NULL,504 O St.,NULL,Lemon Grove,California,United States,91945,377-555-0147,Graduate Degree,Clerical,M,S,1,1,0,1,77260
5716,29452,NULL,Meredith,J,Romero,NULL,8335 West Hookston Road,NULL,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0187,Partial College,Clerical,F,S,0,1,0,0,76609
5717,20820,NULL,Kathleen,A,Rubio,NULL,4803 Panoramic Ave.,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0144,Bachelors,Management,F,M,0,1,0,0,103002
5718,27226,NULL,Christian,NULL,Wang,NULL,9076 Inverness Drive,NULL,Lake Oswego,Oregon,United States,97034,186-555-0185,High School,Clerical,M,M,1,0,1,1,78037
5719,12455,NULL,Benjamin,NULL,Lewis,NULL,3420 Weber Bryan Pl.,NULL,Mill Valley,California,United States,94941,763-555-0144,Graduate Degree,Professional,M,M,1,2,0,2,133061
5720,29239,NULL,Samantha,R,Miller,NULL,7467 Canyon Road,NULL,Torrance,California,United States,90505,666-555-0138,Partial College,Management,F,S,1,1,0,0,104779
5721,14595,Ms.,Andrea,NULL,Ward,NULL,3337 Roland Ct,NULL,Glendale,California,United States,91203,379-555-0188,Graduate Degree,Clerical,F,M,1,2,0,1,78315
5722,28107,NULL,Tara,K,Simpson,NULL,2855 West F St.,NULL,Geelong,Victoria,Australia,3220,1 (11) 500 555-0122,Partial High School,Manual,F,S,1,0,0,0,28930
5723,17704,NULL,Nelson,R,Moreno,NULL,Am Gallberg 6400,NULL,Essen,Hamburg,Germany,45001,1 (11) 500 555-0111,Graduate Degree,Management,M,M,1,1,1,1,110089
5724,11222,NULL,Alexandra,NULL,Rivera,NULL,4999 Corte Segunda,NULL,Santa Monica,California,United States,90401,488-555-0143,Bachelors,Skilled Manual,F,M,1,2,0,2,59088
5725,17114,NULL,Jarrod,S,Mehta,NULL,Wallstr 844,NULL,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0113,Partial College,Skilled Manual,M,S,0,1,0,0,58662
