CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,AgeInMonths,AgeInYears,BirthYear,BirthMonth,BikeBuyer,AvgMonthSpend
22673,"",Andy,"",Gill,"","76, rue des Berges",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0152,11/12/1983 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,27290,3/6/2017 12:00:00 AM,400,33,1983,11,0,59.06
28000,"",Rebecca,"",Roberts,"",267 Roland Ct.,NULL,Langley,British Columbia,Canada,V3A 4R2,275-555-0158,4/3/1958 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,1,138250,3/6/2017 12:00:00 AM,707,58,1958,4,0,57.05
25875,"",Jocelyn,D,Price,"",329 Shell Dr,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,203-555-0154,6/12/1968 12:00:00 AM,High School,Skilled Manual,F,M,1,1,1,2,52778,3/6/2017 12:00:00 AM,585,48,1968,6,1,47.79
28372,"",Vincent,F,Hu,"",67 Flamingo Drive,NULL,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0136,11/14/1987 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,134224,3/6/2017 12:00:00 AM,352,29,1987,11,1,53.68
16483,"",Warren,S,Jai,"",9276 Blackwood Drive,NULL,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0119,10/17/1970 12:00:00 AM,Bachelors,Manual,M,M,1,1,2,2,30344,3/6/2017 12:00:00 AM,557,46,1970,10,1,55.22
24386,"",Isabella,"",Walker,"",7128 Seaview Avenue,NULL,Westminster,British Columbia,Canada,V3L 1H4,154-555-0142,5/12/1977 12:00:00 AM,Bachelors,Clerical,F,S,1,1,0,0,84491,3/6/2017 12:00:00 AM,478,39,1977,5,0,50.48
15685,"",Robin,"",Vazquez,"",Winterfeldtstr 5557,NULL,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0179,6/9/1964 12:00:00 AM,Bachelors,Clerical,F,M,1,0,1,2,84228,3/6/2017 12:00:00 AM,633,52,1964,6,1,53.89
16655,"",Destiny,M,Taylor,"",4210 Concord Blvd.,NULL,Lakewood,California,United States,90712,495-555-0168,3/26/1996 12:00:00 AM,Partial College,Management,F,M,1,2,0,0,102030,3/6/2017 12:00:00 AM,252,21,1996,3,1,51.38
23940,"",Dominic,A,Perez,"",5085 Radar Ct.,NULL,High Wycombe,England,United Kingdom,HP10 9QY,1 (11) 500 555-0119,7/14/1982 12:00:00 AM,Bachelors,Professional,M,M,1,3,2,2,132813,3/6/2017 12:00:00 AM,416,34,1982,7,1,57.47
15999,"",Maria,C,Hill,"",501 Arcadia Place,NULL,Port Orchard,Washington,United States,98366,176-555-0167,7/23/1957 12:00:00 AM,Graduate Degree,Management,F,M,1,2,0,2,103033,3/6/2017 12:00:00 AM,716,59,1957,7,0,51.01
21956,"",Jay,F,Kapoor,"",6011 Driftwood Dr.,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0159,10/16/1989 12:00:00 AM,Graduate Degree,Manual,M,S,0,1,0,0,30989,3/6/2017 12:00:00 AM,329,27,1989,10,0,46.38
15960,"",Brianna,R,Bryant,"",8277 Pinole Valley Rd.,NULL,Daly City,California,United States,94015,714-555-0193,10/8/1982 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,0,2,58408,3/6/2017 12:00:00 AM,413,34,1982,10,0,48.76
11823,"",Morgan,"",Turner,"",6091 Bluefish Lane,NULL,Metchosin,British Columbia,Canada,V9,856-555-0168,10/24/1986 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,0,130551,3/6/2017 12:00:00 AM,365,30,1986,10,1,51.83
22917,"",Maurice,"",She,"",7185 West Cliff Place,NULL,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0196,4/11/1986 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,0,135392,3/6/2017 12:00:00 AM,371,30,1986,4,1,58.96
20668,Mr.,Eric,"",Rothenberg,"",9277 Country View Lane,NULL,Concord,California,United States,94519,326-555-0100,10/7/1988 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,108948,3/6/2017 12:00:00 AM,341,28,1988,10,0,54.02
13744,"",Alvin,C,Andersen,"",2583 Cypress Ave.,NULL,Bremerton,Washington,United States,98312,983-555-0121,10/12/1977 12:00:00 AM,Partial College,Clerical,M,M,1,2,1,2,84780,3/6/2017 12:00:00 AM,473,39,1977,10,1,55.32
13021,"",Kendra,"",Diaz,"",3712 Kirker Pass Road,NULL,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0188,7/9/1966 12:00:00 AM,Partial College,Clerical,F,S,1,1,1,1,86599,3/6/2017 12:00:00 AM,608,50,1966,7,0,51.4
25921,"",Colin,"",Shan,"",1524 Reva Dr.,NULL,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0176,9/20/1967 12:00:00 AM,Partial College,Skilled Manual,M,S,1,1,1,1,53815,3/6/2017 12:00:00 AM,594,49,1967,9,1,52.76
21222,"",Kelvin,K,Xu,"",2260 Clear Court,NULL,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0154,10/16/1981 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,2,83653,3/6/2017 12:00:00 AM,425,35,1981,10,1,52.63
29353,"",Orlando,"",Gomez,"",414 Joseph Ave,NULL,Burien,Washington,United States,98168,828-555-0125,8/17/1985 12:00:00 AM,Bachelors,Manual,M,M,0,1,1,2,28425,3/6/2017 12:00:00 AM,379,31,1985,8,0,53.09
17080,"",Katelyn,W,Peterson,"","332, boulevard d´Albi",NULL,Versailles,Yveline,France,78000,1 (11) 500 555-0137,1/20/1993 12:00:00 AM,Partial College,Management,F,S,0,1,0,0,103185,3/6/2017 12:00:00 AM,290,24,1993,1,0,54.09
27765,"",Jerry,"",Tang,"",Postfach 22 99 99,NULL,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0154,7/18/1987 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,33815,3/6/2017 12:00:00 AM,356,29,1987,7,0,46.5
18800,"",Jennifer,A,Phillips,"",1074 Lori Drive,NULL,Lake Oswego,Oregon,United States,97034,158-555-0148,10/12/1991 12:00:00 AM,Graduate Degree,Manual,F,M,0,0,1,1,28009,3/6/2017 12:00:00 AM,305,25,1991,10,0,47.44
26713,"",Stephanie,R,Edwards,"",9028 Alan Dr.,NULL,Coronado,California,United States,92118,401-555-0198,3/26/1974 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,2,2,58519,3/6/2017 12:00:00 AM,516,43,1974,3,1,51.41
11556,"",Lucas,J,Evans,"",3663 A St.,NULL,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0153,5/14/1987 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,1,81667,3/6/2017 12:00:00 AM,358,29,1987,5,1,51.65
14347,"",Tara,I,Goel,"",5634 Blue Ridge Drive,NULL,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0113,5/17/1961 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,1,129628,3/6/2017 12:00:00 AM,670,55,1961,5,0,55.56
24254,"",Emily,"",Washington,"",1908 Stanford Street,NULL,San Diego,California,United States,92102,908-555-0122,8/15/1998 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,35443,3/6/2017 12:00:00 AM,223,18,1998,8,0,46.44
26921,"",Cynthia,"",Weber,"",7682 Solano Dr.,NULL,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0152,8/20/1999 12:00:00 AM,Bachelors,Management,F,M,0,3,0,0,112886,3/6/2017 12:00:00 AM,211,17,1999,8,0,51.89
16556,"",Angelica,"",Butler,"",Heidestieg Straße 8664,NULL,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0121,1/6/1990 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,28525,3/6/2017 12:00:00 AM,326,27,1990,1,0,50.03
19094,"",Todd,J,Yang,"",904 Bales Court,NULL,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0110,6/23/1993 12:00:00 AM,Bachelors,Professional,M,S,0,3,0,0,138302,3/6/2017 12:00:00 AM,285,23,1993,6,1,56.65
20692,"",John,H,Lewis,"",8321 Marina Lakes Dr.,NULL,Oakland,California,United States,94611,399-555-0132,12/6/1985 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,0,1,132120,3/6/2017 12:00:00 AM,375,31,1985,12,0,52.46
23563,"",Kurt,C,Chavez,"",6834 Violetta,NULL,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0116,8/11/1958 12:00:00 AM,Bachelors,Professional,M,M,1,2,2,3,131406,3/6/2017 12:00:00 AM,703,58,1958,8,1,54.7
22943,"",Timothy,C,Parker,"",1173 Dale Pl.,NULL,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0174,10/7/1980 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,35012,3/6/2017 12:00:00 AM,437,36,1980,10,1,55.28
28827,"",Joshua,E,Robinson,"",1226 Shoenic,NULL,Coronado,California,United States,92118,165-555-0181,3/26/1992 12:00:00 AM,Graduate Degree,Manual,M,M,0,1,0,1,29323,3/6/2017 12:00:00 AM,300,25,1992,3,0,45.61
12320,"",Cheryl,A,Alvarez,"",4716 Zebra Street,NULL,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0154,6/17/1972 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,0,59029,3/6/2017 12:00:00 AM,537,44,1972,6,0,52.44
23207,"",Dalton,B,Baker,"",570 Guerrero,NULL,West Covina,California,United States,91791,305-555-0198,7/13/1984 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,1,1,55804,3/6/2017 12:00:00 AM,392,32,1984,7,1,57.97
17533,"",Fernando,R,Baker,"",6283 San Marino Ct.,NULL,Bellingham,Washington,United States,98225,153-555-0182,11/7/1952 12:00:00 AM,Partial College,Clerical,M,M,1,2,0,2,80934,3/6/2017 12:00:00 AM,772,64,1952,11,0,50.24
16148,"",Karen,"",Walker,"",4474 San Jose Dr.,NULL,Long Beach,California,United States,90802,461-555-0150,3/26/1978 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,54849,3/6/2017 12:00:00 AM,468,39,1978,3,1,49.21
14726,"",Zachary,F,Yang,"",1867 Blue Ridge Dr,NULL,Marysville,Washington,United States,98270,301-555-0188,7/3/1986 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,0,135477,3/6/2017 12:00:00 AM,368,30,1986,7,1,61.77
12586,"",Kellie,A,Hernandez,"",8248 N. Ranchford Court,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0138,4/24/1999 12:00:00 AM,High School,Manual,F,S,0,0,0,0,29369,3/6/2017 12:00:00 AM,215,17,1999,4,0,47.35
22290,"",Jocelyn,R,Jenkins,"",7632 Willbrook Court,NULL,Seattle,Washington,United States,98104,763-555-0121,9/21/1983 12:00:00 AM,Bachelors,Manual,F,M,0,0,1,2,34572,3/6/2017 12:00:00 AM,402,33,1983,9,1,47.51
13402,"",Gabriel,E,Turner,"",2376 Holiday Hills Dr.,NULL,El Cajon,California,United States,92020,127-555-0118,3/28/1972 12:00:00 AM,High School,Manual,M,M,1,1,0,2,30920,3/6/2017 12:00:00 AM,540,45,1972,3,0,54.17
15580,"",Ruben,"",Raman,"",7317 Cortes,NULL,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,2/24/1988 12:00:00 AM,Bachelors,Manual,M,M,0,0,1,2,28088,3/6/2017 12:00:00 AM,349,29,1988,2,0,49.38
22769,"",Benjamin,"",Martin,"",1538 Mt. Diablo St.,NULL,Long Beach,California,United States,90802,123-555-0168,10/22/1969 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,1,2,53224,3/6/2017 12:00:00 AM,569,47,1969,10,1,54.52
14258,"",Haley,"",Foster,"","128, avenue des Champs-Elysées",NULL,San Carlos,California,United States,94070,479-555-0116,7/18/1964 12:00:00 AM,Bachelors,Manual,F,S,1,1,0,1,34012,3/6/2017 12:00:00 AM,632,52,1964,7,0,50.86
13121,"",Latasha,E,Jimenez,"",7259 Birchwood,NULL,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,3/22/1985 12:00:00 AM,Bachelors,Clerical,F,M,1,3,0,2,78281,3/6/2017 12:00:00 AM,384,32,1985,3,1,50.03
16667,"",Allison,"",Sanchez,"",8228 Seal Way,NULL,Vancouver,British Columbia,Canada,V7L 4J4,296-555-0123,11/5/1994 12:00:00 AM,High School,Manual,F,S,0,1,0,0,25840,3/6/2017 12:00:00 AM,268,22,1994,11,0,46.17
17336,"",Chase,A,Sanchez,"",6425 Citrus Ave.,NULL,Coronado,California,United States,92118,112-555-0136,5/2/1996 12:00:00 AM,High School,Skilled Manual,M,S,0,2,0,0,58509,3/6/2017 12:00:00 AM,250,20,1996,5,1,52.42
23297,"",Tyrone,C,Gomez,"",4215 Arleda Lane,NULL,Beverly Hills,California,United States,90210,365-555-0193,1/7/1992 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,33547,3/6/2017 12:00:00 AM,302,25,1992,1,1,49.04
13433,"",Jessie,E,Vazquez,"",6483 Crystal Ave.,NULL,Bellflower,California,United States,90706,773-555-0121,3/11/1976 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,77452,3/6/2017 12:00:00 AM,492,41,1976,3,1,50.19
15881,"",Destiny,S,Williams,"",4090 Woodbury Place,NULL,Newton,British Columbia,Canada,V2L3W8,882-555-0116,8/20/1965 12:00:00 AM,Bachelors,Management,F,M,1,2,0,3,103483,3/6/2017 12:00:00 AM,619,51,1965,8,0,51.98
14295,"",Hannah,"",Thomas,"",1737 Thomas Ave.,NULL,West Covina,California,United States,91791,514-555-0196,7/14/1977 12:00:00 AM,High School,Manual,F,S,0,1,0,0,35930,3/6/2017 12:00:00 AM,476,39,1977,7,0,46.78
15661,"",Brandon,J,Robinson,"",9520 Glenhaven Ave.,NULL,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0149,8/20/1979 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,0,1,85002,3/6/2017 12:00:00 AM,451,37,1979,8,1,59.1
25688,"",Patrick,E,Morris,"","80, rue de Fontfroide",NULL,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0119,7/25/1981 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,133538,3/6/2017 12:00:00 AM,428,35,1981,7,1,53.77
12438,"",Bailey,"",Rogers,"",6120 Evergreen Ct.,# 126,Colma,California,United States,94014,161-555-0140,10/19/1975 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,1,1,0,0,61232,3/6/2017 12:00:00 AM,497,41,1975,10,0,52.68
18962,"",Seth,R,Parker,"",8552 Stillwater Court,NULL,Colma,California,United States,94014,420-555-0174,12/25/1982 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,1,78021,3/6/2017 12:00:00 AM,411,34,1982,12,0,57.42
28515,"",Tony,"",Lal,"",5051 Teakwood Dr,NULL,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0183,12/27/1989 12:00:00 AM,High School,Skilled Manual,M,M,0,2,0,1,54604,3/6/2017 12:00:00 AM,327,27,1989,12,1,48.54
25978,"",Morgan,"",Perez,"",9838 Westchester Pl.,NULL,La Jolla,California,United States,92806,116-555-0188,11/23/1945 12:00:00 AM,Bachelors,Skilled Manual,F,S,1,2,1,1,55146,3/6/2017 12:00:00 AM,856,71,1945,11,1,49.9
21663,"",Kenneth,"",Goel,"",Reiherweg 4164,NULL,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0187,8/16/1992 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,32004,3/6/2017 12:00:00 AM,295,24,1992,8,0,49.2
25989,"",Jeremy,"",Price,"",2225 Stillwater Court,NULL,Sooke,British Columbia,Canada,V0,836-555-0162,1/18/1982 12:00:00 AM,Bachelors,Management,M,M,1,1,1,2,112691,3/6/2017 12:00:00 AM,422,35,1982,1,1,58.24
18932,"",Carl,"",Chande,"",9901 East Lake Court,NULL,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0115,8/4/1978 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,0,2,56550,3/6/2017 12:00:00 AM,463,38,1978,8,1,55.98
21830,"",Briana,"",Alonso,"",5493 Gonzalez Ct,NULL,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0148,10/17/1975 12:00:00 AM,High School,Clerical,F,M,1,1,0,1,82989,3/6/2017 12:00:00 AM,497,41,1975,10,0,50.61
21508,"",Suzanne,"",Li,"",1893 Cranberry Way,NULL,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0117,3/25/1976 12:00:00 AM,High School,Manual,F,M,1,0,0,2,27970,3/6/2017 12:00:00 AM,492,41,1976,3,0,44.84
13094,"",Antonio,"",Diaz,"",6373 Berrellesa St.,NULL,Woodland Hills,California,United States,91364,469-555-0172,3/23/1977 12:00:00 AM,High School,Skilled Manual,M,M,1,2,0,2,60319,3/6/2017 12:00:00 AM,480,40,1977,3,1,57.94
16071,"",Taylor,"",Rodriguez,"",5877 Providence Dr.,NULL,Haney,British Columbia,Canada,V2W 1W2,205-555-0111,1/10/1991 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,0,1,81370,3/6/2017 12:00:00 AM,314,26,1991,1,0,50.77
18579,"",William,M,Brown,"",9526 Baird Court,NULL,Beaverton,Oregon,United States,97005,743-555-0151,3/15/1986 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,2,2,2,55098,3/7/2017 12:00:00 AM,372,31,1986,3,1,52.79
11845,"",Natalie,A,Jones,"",1442 Hill Top Rd,NULL,Shawnee,British Columbia,Canada,V8Z 4N5,119-555-0148,8/18/1944 12:00:00 AM,High School,Clerical,F,S,1,3,0,1,79050,3/6/2017 12:00:00 AM,871,72,1944,8,1,52.22
18340,"",Arianna,"",Cooper,"",4101 Buckthorn Court,NULL,Berkeley,California,United States,94704,833-555-0133,4/22/1996 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,26820,3/6/2017 12:00:00 AM,251,20,1996,4,0,49.56
22007,"",Kaylee,T,Hernandez,"",8777 Olivera Rd.,NULL,Issaquah,Washington,United States,98027,894-555-0144,9/13/1996 12:00:00 AM,High School,Manual,F,S,0,1,0,0,35705,3/6/2017 12:00:00 AM,246,20,1996,9,0,50.27
18931,"",Rosa,"",She,"",2674 Ridge Circle,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0129,12/14/1976 12:00:00 AM,High School,Manual,F,M,1,1,1,2,31750,3/6/2017 12:00:00 AM,483,40,1976,12,0,47.4
23242,"",Andrew,J,Garcia,"",4598 Manila Avenue,NULL,Bremerton,Washington,United States,98312,959-555-0198,10/4/1994 12:00:00 AM,Graduate Degree,Management,M,S,0,2,0,0,111479,3/6/2017 12:00:00 AM,269,22,1994,10,1,54.9
24248,"",Jake,"",Lin,"",3567 Sierra Street,NULL,Melton,Victoria,Australia,3337,1 (11) 500 555-0155,10/5/1967 12:00:00 AM,High School,Clerical,M,S,1,2,0,1,79949,3/6/2017 12:00:00 AM,593,49,1967,10,1,50.01
20843,"",Jose,"",Shan,"",Roßstr 9938,NULL,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0126,3/5/1980 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,2,2,59436,3/6/2017 12:00:00 AM,444,37,1980,3,1,49.44
22754,"",Robert,S,Foster,"",2964 Mt. Washington,NULL,Marysville,Washington,United States,98270,963-555-0171,2/25/1967 12:00:00 AM,Partial College,Management,M,M,1,1,0,2,111507,3/6/2017 12:00:00 AM,601,50,1967,2,1,51.32
12230,"",Wesley,"",Zheng,"",Krönerweg 49,NULL,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0126,2/12/1976 12:00:00 AM,Partial College,Management,M,M,1,3,1,1,102323,3/6/2017 12:00:00 AM,493,41,1976,2,1,58.98
16518,"",Krystal,"",Holt,"",6119 Grasswood Circle,NULL,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0163,6/19/1996 12:00:00 AM,High School,Clerical,F,S,0,2,0,0,76589,3/6/2017 12:00:00 AM,249,20,1996,6,0,50.14
22959,"",Julie,"",Yuan,"",1201 Olive Hill,NULL,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0158,3/5/1981 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,83746,3/6/2017 12:00:00 AM,432,36,1981,3,1,54.06
23838,"",Ariana,M,Ready,"",2411 Hazelnut Lane,NULL,Coronado,California,United States,92118,126-555-0118,8/22/1990 12:00:00 AM,Bachelors,Management,F,M,1,0,0,1,104451,3/6/2017 12:00:00 AM,319,26,1990,8,1,51.11
27365,"",Jimmy,"",Jimenez,"",38 Shangri-la Rd.,NULL,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0116,5/15/1991 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,58004,3/6/2017 12:00:00 AM,310,25,1991,5,0,52.22
16088,"",Bryce,A,Sanders,"",1870 Blue Ridge Dr.,NULL,Beaverton,Oregon,United States,97005,449-555-0174,7/10/1987 12:00:00 AM,Bachelors,Clerical,M,S,0,1,0,0,78365,3/6/2017 12:00:00 AM,356,29,1987,7,0,52.93
24544,"",Kellie,"",Romero,"",Marienplatz 13,NULL,Berlin,Hessen,Germany,12171,1 (11) 500 555-0176,7/18/1975 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,25730,3/6/2017 12:00:00 AM,500,41,1975,7,0,44.75
20883,"",Latoya,A,Rai,"","100, rue Jean Mermoz",NULL,Paris,Seine (Paris),France,75002,1 (11) 500 555-0164,11/16/1987 12:00:00 AM,Bachelors,Management,F,M,1,1,0,2,112854,3/6/2017 12:00:00 AM,352,29,1987,11,1,50.93
26879,"",Shannon,L,Lin,"",Hauptstr 2929,NULL,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0155,4/16/1996 12:00:00 AM,High School,Clerical,F,S,0,2,0,0,79873,3/6/2017 12:00:00 AM,251,20,1996,4,0,50.45
11234,"",Anna,"",Griffin,"",7221 Peachwillow Street,NULL,Long Beach,California,United States,90802,965-555-0146,11/19/1972 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,0,59532,3/6/2017 12:00:00 AM,532,44,1972,11,0,51.98
29459,"",Marco,L,Malhotra,"",8168 Eaker Way,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0172,5/4/1997 12:00:00 AM,High School,Manual,M,S,0,1,0,0,36260,3/6/2017 12:00:00 AM,238,19,1997,5,1,49.9
14029,"",Christina,"",Morris,"",6680 Brookdale Dr.,NULL,Lake Oswego,Oregon,United States,97034,193-555-0194,8/22/1996 12:00:00 AM,Partial College,Skilled Manual,F,M,0,1,0,0,61226,3/6/2017 12:00:00 AM,247,20,1996,8,0,49.24
27251,"",Jessica,R,Flores,"",799 Northwood Drive,NULL,Grossmont,California,United States,91941,148-555-0148,3/7/1991 12:00:00 AM,Graduate Degree,Management,F,M,1,2,0,0,111097,3/6/2017 12:00:00 AM,312,26,1991,3,0,51.29
27744,"",Gilbert,"",Pal,"",5707 Bellwood Court,NULL,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0112,12/16/1962 12:00:00 AM,Graduate Degree,Manual,M,M,1,1,1,2,35582,3/6/2017 12:00:00 AM,651,54,1962,12,1,50.73
22687,"",Javier,M,Jiménez,"",199 Buskirk Ave,NULL,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0114,11/11/1983 12:00:00 AM,Bachelors,Management,M,M,1,1,1,2,113141,3/6/2017 12:00:00 AM,400,33,1983,11,1,61.6
24002,"",Thomas,"",Harris,"",6812 Semillon Circle,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0191,5/27/1997 12:00:00 AM,High School,Clerical,M,M,0,1,0,0,85864,3/6/2017 12:00:00 AM,238,19,1997,5,0,50.56
12646,"",Kenneth,"",Xu,"",Conesweg 180,NULL,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0178,7/11/1972 12:00:00 AM,High School,Skilled Manual,M,S,1,1,0,0,62075,3/6/2017 12:00:00 AM,536,44,1972,7,0,60.02
20620,"",Victoria,J,Cook,"",6526 Edie Ct.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0167,2/4/1991 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,53511,3/6/2017 12:00:00 AM,313,26,1991,2,0,52.27
25810,"",Jimmy,"",Sanz,"",8060 Roslyn Drive,NULL,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0163,3/14/1995 12:00:00 AM,Bachelors,Clerical,M,S,0,1,0,0,83808,3/6/2017 12:00:00 AM,264,22,1995,3,0,51.89
11766,"",Candace,M,Raman,"",1060 Mcelroy Court,NULL,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0148,7/4/1986 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,60367,3/6/2017 12:00:00 AM,368,30,1986,7,0,48.54
18511,"",Mya,"",Jenkins,"",4595 Sudden Loop,NULL,National City,California,United States,91950,339-555-0115,5/23/1976 12:00:00 AM,Partial College,Management,F,S,1,1,0,0,107564,3/6/2017 12:00:00 AM,490,40,1976,5,0,51.72
25791,"",Seth,L,Foster,"","268, avenue de l´Europe",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0159,5/27/1973 12:00:00 AM,Bachelors,Clerical,M,S,1,2,0,0,79732,3/6/2017 12:00:00 AM,526,43,1973,5,1,59.28
27969,"",Bryant,L,Patel,"",7107 Vista Valley Rd.,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0117,9/28/1996 12:00:00 AM,Bachelors,Manual,M,M,0,0,0,0,26898,3/6/2017 12:00:00 AM,246,20,1996,9,0,45.92
23546,"",Kathryn,"",Jai,"",1487 Franklin Canyon Road,NULL,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0120,6/10/1980 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,78216,3/6/2017 12:00:00 AM,441,36,1980,6,1,52.4
27269,"",Victoria,"",Lee,"",1048 Las Quebradas Lane,NULL,Walla Walla,Washington,United States,99362,690-555-0140,3/16/1989 12:00:00 AM,Graduate Degree,Manual,F,S,0,1,0,0,29606,3/6/2017 12:00:00 AM,336,28,1989,3,0,48.33
14491,"",Isaac,"",Bailey,"",82 Mt. Dell Dr.,NULL,San Diego,California,United States,92102,356-555-0182,11/3/1973 12:00:00 AM,Graduate Degree,Clerical,M,S,1,0,0,0,87018,3/6/2017 12:00:00 AM,520,43,1973,11,1,54.01
28424,"",Neil,"",Romero,"",4657 Price Lane,NULL,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0137,1/20/1997 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,51710,3/6/2017 12:00:00 AM,242,20,1997,1,1,50.35
13618,"",Jay,M,Raman,"",5508 Trembath Court,NULL,Geelong,Victoria,Australia,3220,1 (11) 500 555-0181,11/14/1996 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,60328,3/6/2017 12:00:00 AM,244,20,1996,11,1,51.45
